Payoff,Index
44.79421556696432,999
87.52058743065331,707
83.30268863561771,387
87.52058743065331,534
83.30268863561771,511
87.52058743065331,512
87.52058743065331,720
51.87878491309786,999
50.624831264515315,999
48.840208698741165,999
47.67949865569986,999
46.72628438332611,999
87.52058743065331,794
47.040357672279185,999
36.00520365379445,999
59.75264194737473,999
55.02663526953067,999
83.30268863561771,424
87.52058743065331,453
87.52058743065331,549
83.30268863561771,463
53.733101463429236,999
87.52058743065331,530
34.11873796097849,999
72.7932982770514,400
29.70320112336499,999
40.014431866671565,999
87.52058743065331,371
53.554211452100695,999
87.52058743065331,939
49.55851823670731,999
87.52058743065331,918
37.89145092442419,999
87.52058743065331,479
47.57196749010386,999
87.52058743065331,443
87.52058743065331,890
83.30268863561771,398
87.52058743065331,694
87.52058743065331,906
29.444633953695206,999
87.52058743065331,715
64.82768668437134,999
64.1404241673826,999
80.35714298111556,383
87.52058743065331,472
83.30268863561771,508
87.52058743065331,444
87.52058743065331,432
83.30268863561771,533
87.52058743065331,375
55.16987098413793,999
48.99802451170167,999
39.09655951125018,999
87.52058743065331,571
65.92879561595842,999
73.21408516900732,397
87.52058743065331,503
87.52058743065331,856
83.30268863561771,422
73.35754222480548,999
81.64942101476885,551
87.52058743065331,885
87.52058743065331,828
73.40808887791223,468
56.728714206779856,999
83.30268863561771,409
69.31989742976572,999
87.52058743065331,407
39.68856799699634,999
64.1404241673826,999
87.52058743065331,698
40.500525019471546,999
83.30268863561771,384
58.705628841074635,999
83.30268863561771,456
72.7932982770514,999
87.52058743065331,707
46.815169764412865,999
87.52058743065331,453
48.96796820960323,999
47.174284746508974,999
50.10390211327114,999
87.52058743065331,460
80.35714298111556,400
44.15188355294607,999
87.52058743065331,375
87.52058743065331,809
53.70053958487777,999
87.52058743065331,985
81.64942101476885,407
74.27220571151791,486
87.52058743065331,678
83.30268863561771,411
72.05353791976543,999
54.19807198023843,999
83.30268863561771,841
83.30268863561771,761
50.031808227579894,999
65.70100977572531,999
74.27220571151791,415
73.21408516900732,403
35.62538752287106,999
87.52058743065331,573
46.88105151484137,999
87.52058743065331,372
55.00259480149979,999
81.64942101476885,445
52.46342195211202,999
57.871858824407155,999
87.52058743065331,553
32.687802772650684,999
42.55596013467909,999
48.02064072527556,999
42.315740770871436,999
81.64942101476885,489
87.52058743065331,699
35.16974729792719,999
60.44049544722134,999
53.717548235701784,999
73.745786530316,410
87.52058743065331,420
87.52058743065331,561
83.30268863561771,640
87.52058743065331,426
83.30268863561771,602
44.15188355294607,999
49.676586274738504,999
59.70735419054493,999
57.32335273747715,999
87.52058743065331,915
87.52058743065331,948
49.288885366587806,999
87.52058743065331,950
87.52058743065331,577
81.64942101476885,468
63.915745307593745,999
50.56716935996249,999
36.40180493198292,999
56.43409182763993,999
74.27220571151791,387
87.52058743065331,395
53.251738318299275,999
48.833901993388196,999
39.422188748567116,999
83.30268863561771,748
87.52058743065331,563
87.52058743065331,701
81.64942101476885,525
49.480094528981624,999
49.480094528981624,999
87.52058743065331,915
87.52058743065331,658
81.64942101476885,432
87.52058743065331,565
56.728714206779856,999
87.52058743065331,468
83.30268863561771,600
81.64942101476885,647
87.52058743065331,404
87.52058743065331,808
87.52058743065331,950
38.41680256386415,999
87.52058743065331,634
45.32605629776729,999
87.52058743065331,680
29.70320112336499,999
55.68250687585386,999
47.217364464994255,999
87.52058743065331,521
83.30268863561771,824
61.8841315734982,999
87.52058743065331,887
83.30268863561771,454
74.27220571151791,404
87.52058743065331,577
72.05353791976543,389
83.30268863561771,847
87.52058743065331,475
87.52058743065331,899
42.74966582038485,999
81.64942101476885,591
29.9216123094632,999
80.35714298111556,407
87.52058743065331,521
87.52058743065331,817
83.30268863561771,525
35.640755255138686,999
81.64942101476885,376
83.30268863561771,614
80.35714298111556,478
83.30268863561771,591
73.745786530316,414
61.34848076219414,999
87.52058743065331,725
87.52058743065331,660
54.49878332101211,999
87.52058743065331,507
87.52058743065331,591
39.86219141789503,999
81.64942101476885,621
83.30268863561771,566
87.52058743065331,990
83.30268863561771,437
87.52058743065331,441
87.52058743065331,658
87.52058743065331,847
87.52058743065331,669
63.17652176005165,999
83.30268863561771,915
87.52058743065331,572
87.52058743065331,698
53.17405168261416,999
87.52058743065331,778
51.237446624715915,999
83.30268863561771,653
87.52058743065331,446
87.52058743065331,441
42.14400555860935,999
83.30268863561771,614
87.52058743065331,799
87.52058743065331,851
83.30268863561771,462
74.27220571151791,377
28.789678945684894,999
87.52058743065331,991
87.52058743065331,412
73.745786530316,424
87.52058743065331,753
48.37535828434896,999
80.35714298111556,737
67.45720918371049,999
87.52058743065331,372
87.52058743065331,616
83.30268863561771,614
81.64942101476885,437
43.26641828447504,999
41.33569916455832,999
80.35714298111556,378
83.30268863561771,458
55.00259480149979,999
87.52058743065331,762
87.52058743065331,852
52.49885591762166,999
81.64942101476885,707
87.52058743065331,759
80.35714298111556,550
87.52058743065331,582
81.64942101476885,636
44.88361913416766,999
65.3354619573813,999
87.52058743065331,888
42.55596013467909,999
73.21408516900732,399
35.88620282280706,999
81.64942101476885,546
83.30268863561771,824
87.52058743065331,786
87.52058743065331,690
50.646669213055944,999
51.199139838749566,999
31.11584608460558,999
87.52058743065331,528
42.71008586781625,999
87.52058743065331,960
81.64942101476885,629
81.64942101476885,538
87.52058743065331,853
83.30268863561771,863
83.30268863561771,755
49.51924118430401,999
72.7932982770514,999
83.30268863561771,373
87.52058743065331,770
83.30268863561771,466
35.02721280883248,999
87.52058743065331,420
87.52058743065331,594
83.30268863561771,463
73.40808887791223,472
83.30268863561771,534
83.30268863561771,634
52.32297736906721,999
65.66708408996246,999
83.30268863561771,545
42.30325222120942,999
58.22375403111177,999
41.24860621668564,999
73.745786530316,437
51.5249607035272,999
42.99712300825267,999
83.30268863561771,379
73.40808887791223,431
35.770410668610225,999
56.33707810519258,999
53.90668185236196,999
50.469158575061655,999
80.35714298111556,731
39.01125400097842,999
81.64942101476885,517
87.52058743065331,419
83.30268863561771,584
87.52058743065331,776
81.64942101476885,463
87.52058743065331,417
60.58581134852639,999
81.64942101476885,592
63.70403004591184,999
87.52058743065331,426
83.30268863561771,709
81.64942101476885,414
54.78270875019539,999
45.72194965263715,999
87.52058743065331,400
87.52058743065331,932
81.64942101476885,499
87.52058743065331,861
71.52795235100524,999
80.35714298111556,449
87.52058743065331,379
83.30268863561771,389
80.35714298111556,410
74.27220571151791,404
56.33707810519258,999
81.64942101476885,713
83.30268863561771,446
83.30268863561771,647
87.52058743065331,405
48.99802451170167,999
43.46265510595472,999
74.27220571151791,565
55.80779741526566,999
87.52058743065331,690
54.18976050928464,999
73.745786530316,426
87.52058743065331,742
48.72736637108983,999
83.30268863561771,383
80.35714298111556,999
64.1404241673826,999
55.16987098413793,999
50.734314298314835,999
52.199454301500126,999
49.91501069466886,999
80.35714298111556,422
87.52058743065331,510
44.33167165186299,999
83.30268863561771,625
64.1404241673826,999
39.45943913340061,999
74.27220571151791,371
50.44529321369187,999
46.52933191617202,999
87.52058743065331,432
87.52058743065331,501
73.745786530316,422
80.35714298111556,483
64.50809544896754,999
87.52058743065331,527
87.52058743065331,412
41.638790124292726,999
81.64942101476885,457
57.40559804907838,999
48.274652615889195,999
87.52058743065331,810
63.87786258105511,999
81.64942101476885,635
67.37425507234114,999
83.30268863561771,371
73.16171347771517,404
83.30268863561771,403
83.30268863561771,451
87.52058743065331,666
44.38313189699331,999
80.35714298111556,442
87.52058743065331,581
87.52058743065331,608
47.7811430987584,999
87.52058743065331,573
87.52058743065331,705
87.52058743065331,593
83.30268863561771,490
87.52058743065331,460
83.30268863561771,380
87.52058743065331,542
87.52058743065331,843
87.52058743065331,652
87.52058743065331,882
62.90366688021426,999
87.52058743065331,541
51.591782538180055,999
44.19231944276452,999
62.35980776313953,999
34.93176256316866,999
38.83405299262371,999
63.04439424758577,999
83.30268863561771,799
87.52058743065331,473
83.30268863561771,519
87.52058743065331,378
83.30268863561771,846
47.2693116317061,999
87.52058743065331,458
80.35714298111556,551
36.68062232011396,999
87.52058743065331,595
83.30268863561771,447
54.50456882026013,999
87.52058743065331,581
81.64942101476885,560
87.52058743065331,985
87.52058743065331,406
87.52058743065331,571
87.52058743065331,660
87.52058743065331,610
87.52058743065331,451
35.88620282280706,999
87.52058743065331,580
80.35714298111556,537
44.15473597562994,999
80.35714298111556,373
87.52058743065331,719
87.52058743065331,731
81.64942101476885,461
54.52950233065968,999
74.27220571151791,471
83.30268863561771,407
83.30268863561771,884
72.66010310650884,999
41.33569916455832,999
50.520711851039486,999
87.52058743065331,859
50.02097550598407,999
87.52058743065331,428
53.81047127955752,999
44.871413897731706,999
87.52058743065331,553
87.52058743065331,435
47.38842752302043,999
83.30268863561771,450
66.13600728541995,999
50.01376215816302,999
48.573640617284234,999
73.21408516900732,510
47.83041315854805,999
87.52058743065331,629
81.64942101476885,601
46.09780822635516,999
41.73039701029729,999
50.238483544559315,999
80.35714298111556,573
30.403242379209416,999
52.532373593420616,999
47.59370327344865,999
48.907995929953266,999
53.29793997681041,999
52.47118183957454,999
44.29142945474527,999
45.300317258639865,999
87.52058743065331,549
87.52058743065331,465
87.52058743065331,409
62.83855064067713,999
87.52058743065331,451
28.28993215994125,999
87.52058743065331,850
52.808405135310345,999
87.52058743065331,770
83.30268863561771,545
87.52058743065331,782
47.39140049480412,999
53.90668185236196,999
87.52058743065331,373
87.52058743065331,577
87.52058743065331,420
43.513834943868204,999
81.64942101476885,411
49.22644579211267,999
49.30243561854838,999
52.199454301500126,999
83.30268863561771,828
81.64942101476885,637
87.52058743065331,374
87.52058743065331,421
87.52058743065331,434
83.30268863561771,637
47.26933657725383,999
87.52058743065331,578
74.27220571151791,405
87.52058743065331,740
44.28893626660881,999
83.30268863561771,504
87.52058743065331,610
87.52058743065331,470
87.52058743065331,392
83.30268863561771,869
87.52058743065331,830
81.64942101476885,471
83.30268863561771,545
87.52058743065331,850
47.967253487001315,999
81.64942101476885,591
32.85460509718537,999
80.35714298111556,389
87.52058743065331,705
87.52058743065331,675
49.808127297330344,999
73.40808887791223,435
81.64942101476885,748
47.59370327344865,999
42.22218158900087,999
52.199454301500126,999
87.52058743065331,942
87.52058743065331,691
46.70050312799939,999
87.52058743065331,543
87.52058743065331,464
87.52058743065331,882
48.31836895600035,999
83.30268863561771,571
47.05080732909212,999
87.52058743065331,414
83.30268863561771,655
43.513834943868204,999
87.52058743065331,468
87.52058743065331,643
47.725423407185815,999
51.022902437238855,999
42.6060655613076,999
54.52950233065968,999
39.68856799699634,999
83.30268863561771,858
87.52058743065331,611
83.30268863561771,447
87.52058743065331,492
73.745786530316,493
48.23032837243742,999
87.52058743065331,378
83.30268863561771,463
67.6893382445004,999
87.52058743065331,375
87.52058743065331,421
80.35714298111556,442
54.87397926462615,999
83.30268863561771,558
87.52058743065331,850
58.17594240917867,999
56.478936227652525,999
87.52058743065331,628
50.031808227579894,999
87.52058743065331,467
87.52058743065331,470
57.871858824407155,999
83.30268863561771,559
87.52058743065331,411
61.8841315734982,999
87.52058743065331,923
46.119760364512935,999
87.52058743065331,851
81.64942101476885,378
87.52058743065331,469
50.69877484653962,999
81.64942101476885,474
54.49878332101211,999
83.30268863561771,397
87.52058743065331,864
87.52058743065331,809
87.52058743065331,679
44.71503582821731,999
87.52058743065331,829
81.64942101476885,689
45.72194965263715,999
87.52058743065331,561
80.35714298111556,385
47.38311748691707,999
35.863587057529585,999
50.423239066097054,999
83.30268863561771,380
87.52058743065331,461
87.52058743065331,894
87.52058743065331,494
34.378212709717815,999
80.35714298111556,417
42.8705145890076,999
69.01588976383269,999
83.30268863561771,870
65.2201272466494,999
87.52058743065331,762
73.16171347771517,481
87.52058743065331,984
54.13372336297499,999
48.573640617284234,999
51.27209135777777,999
87.52058743065331,551
87.52058743065331,685
56.19967767773136,999
87.52058743065331,585
50.624831264515315,999
87.52058743065331,687
33.19405174960275,999
57.823268087036425,999
87.52058743065331,540
73.40808887791223,500
51.591782538180055,999
83.30268863561771,690
56.88781999323836,999
81.64942101476885,495
45.92588181109992,999
55.02663526953067,999
83.30268863561771,634
83.30268863561771,518
54.81847309331829,999
83.30268863561771,697
47.49506722696948,999
48.2062087172771,999
87.52058743065331,504
38.36487239820106,999
83.30268863561771,435
63.01276920788543,999
54.18737260418859,999
51.204072880931705,999
53.09302312799502,999
87.52058743065331,473
87.52058743065331,556
81.64942101476885,417
68.14188340599978,999
44.800900503032594,999
87.52058743065331,964
87.52058743065331,576
87.52058743065331,816
47.06100222043468,999
83.30268863561771,845
83.30268863561771,595
66.13600728541995,999
51.782631339698675,999
64.82768668437134,999
48.15543299107065,999
87.52058743065331,720
50.47745427442373,999
87.52058743065331,519
87.52058743065331,573
83.30268863561771,893
